Bid No,Items,Quantity,Department Name And Address,Start Date,End Date,RA available
['GEM/2025/B/6817227'],"LABEL FOR BAR END, 35MM",[2000000],Ministry of Steel Rashtriya Ispat Nigam Limited,2025-10-30T12:31:51Z,2025-10-30T12:31:51Z,No
['GEM/2025/B/6836412'],Monthly Basis Cab & Taxi Hiring Services - SUV; 2000 km x 320 hours; Local 24*7,[1],Ministry of Railways Indian Railways,2025-10-30T11:54:05Z,2025-10-30T11:54:05Z,No
['GEM/2025/B/6837920'],DOL starter,[7],Ministry of Railways Indian Railways,2025-11-03T16:51:44Z,2025-11-03T16:51:44Z,No
['GEM/2025/B/6820820'],Gasket sealing Compound,[105],Ministry of Railways Indian Railways,2025-11-03T16:48:49Z,2025-11-03T16:48:49Z,No
['GEM/2025/B/6817727'],Thimbles For Wire Ropes-IS:2315,[50],Ministry of Railways Indian Railways,2025-10-24T15:25:49Z,2025-10-24T15:25:49Z,No
['GEM/2025/B/6797558'],Plotter Printers (V2),[1],Ministry of Railways Indian Railways,2025-10-16T18:14:12Z,2025-10-16T18:14:12Z,No
['GEM/2025/B/6701227'],CARBON MONOXIDE GAS 99.97 PERCENT PURE IN 47L CAPACITY RETURNABLE CYLINDERS,[12],Ministry of Steel Rashtriya Ispat Nigam Limited,2025-10-17T17:03:45Z,2025-10-17T17:03:45Z,No
['GEM/2025/B/6638191'],"Parker O Ring Neoprene 70 part no.2-277 of size 291.69 x 3.53 mm,Parker O Ring Neoprene 70 part no.",[3240],Ministry of Defence Department of Military Affairs,2025-10-13T16:18:40Z,2025-10-13T16:18:40Z,No
['GEM/2025/B/6715418'],"Automatic Core Biopsy Gun with Coaxial needle 18Gx16cm,Automatic Core Biopsy Gun with Coaxial needl",[60],Ministry of Defence Department of Military Affairs,2025-10-14T11:55:16Z,2025-10-14T11:55:16Z,No
['GEM/2025/B/6812188'],Event or Seminar or Workshop or Exhibition or Expo Management Service - National; OUTSOURCING OF SE,[1],Ministry of Defence Department of Military Affairs,2025-11-04T09:26:24Z,2025-11-04T09:26:24Z,No
['GEM/2025/B/6829214'],SAMSUNG GALAXY SMART PHONE S25 ULTRA 5G(12/512GB),[2],Ministry of Labour and Employment NA,2025-11-03T18:26:16Z,2025-11-03T18:26:16Z,No
['GEM/2025/B/6852176'],"Monthly Basis Cab & Taxi Hiring Services - Premium Sedan; 2000 km x 320 hours; Local 24*7,Monthly B",[9],Ministry of Finance Department of Revenue,2025-11-03T18:01:49Z,2025-11-03T18:01:49Z,No
['GEM/2025/B/6700531'],Thin Client Computers (V2),[75],Ministry of Railways Indian Railways,2025-11-06T10:32:07Z,2025-11-06T10:32:07Z,No
['GEM/2025/B/6794009'],Smart Card Operated Ticket Vending Machine (ATVM) (Indian Railways),[10],Ministry of Railways Indian Railways,2025-11-06T10:57:56Z,2025-11-06T10:57:56Z,No
['GEM/2025/B/6847797'],Repair and Overhauling Service - AUGMENTATION OF VENTILATION IN AMR COMPARTMENT ALONG WITH FITMENT ,[1],Ministry of Defence Department of Military Affairs,2025-11-06T11:58:46Z,2025-11-06T11:58:46Z,No
['GEM/2025/B/6758530'],"MS Electrodes Welding Dia 4MM - N3439-000226,MS Electrode For Welding Dia 3.15MM - N3439-000277,MS ",[180915],Ministry of Defence Department of Military Affairs,2025-11-06T11:53:18Z,2025-11-06T11:53:18Z,No
['GEM/2025/B/6859678'],Custom Bid for Services - Eddy Current Array Testing of Wheels of LHB Coaches at Coaching Depot Tir,[1],Ministry of Railways Indian Railways,2025-11-06T12:16:54Z,2025-11-06T12:16:54Z,No
['GEM/2025/B/6859444'],"Monthly Basis Cab & Taxi Hiring Services - SUV; 3000 KM PER MONTH,CUMULATIVE 36000 KM PER YEAR; Out",[1],Ministry of Railways Indian Railways,2025-11-06T12:19:01Z,2025-11-06T12:19:01Z,No
['GEM/2025/B/6855303'],Server and Monitor,[1],PMO Department of space,2025-11-06T12:19:17Z,2025-11-06T12:19:17Z,No
['GEM/2025/B/6711693'],"EA972B-9490(AUTOMATIC HYDROSTATIC RELEASE UNIT),EA9729B-2846(EPIRB GLOBAL FIX IPRO 406 MHZ)",[17],Ministry of Defence Department of Military Affairs,2025-11-06T09:37:43Z,2025-11-06T09:37:43Z,No
['GEM/2025/B/6859512'],XLPE Cable for Working Voltages up to and Including 1.1 KV as per IS 7098 (Part 1),[1000],Ministry of Railways Indian Railways,2025-11-06T10:13:57Z,2025-11-06T10:13:57Z,No
['GEM/2025/B/6859413'],Custom Bid for Services - Service contract for Field Quality Control (FQC) Engineer services for M/,[1],Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,2025-11-06T09:59:51Z,2025-11-06T09:59:51Z,No
['GEM/2025/B/6852176'],"Monthly Basis Cab & Taxi Hiring Services - Premium Sedan; 2000 km x 320 hours; Local 24*7,Monthly B",[9],Ministry of Finance Department of Revenue,2025-11-03T18:01:49Z,2025-11-03T18:01:49Z,No
['GEM/2025/B/6806693'],"Aft bush collars 70/85,MoD CET-65E(P) Collars",[275],Ministry of Defence Department of Military Affairs,2025-11-03T18:10:14Z,2025-11-03T18:10:14Z,No
['GEM/2025/B/6702232'],"SITC of relays for SS-40 as per Annexure,SITC of relays for SS-61 as per Annexure,SITC of relays fo",[4],Ministry of Petroleum and Natural Gas NA,2025-09-19T14:27:19Z,2025-09-19T14:27:19Z,No
['GEM/2025/B/6769188'],"Biphasic Defibrillator with External pacing,12 lead portable ECG machine,portable ABG machine,Multi",[54],Ministry of Defence Department of Military Affairs,2025-11-01T09:57:26Z,2025-11-01T09:57:26Z,No
['GEM/2025/B/6853108'],"WINDBOX ASSEMBLY FOR UNIT I OF NSPCL BILAI PROJECT SO 8122,ACCESSORIES FOR UNIT I OF NSPCL BHILAI P",[15],Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,2025-11-04T09:55:27Z,2025-11-04T09:55:27Z,No
['GEM/2025/B/6851791'],"PILOT GAS SELF ACTUATED PRESS. CONT VALV,MADANTORY SPARES",[3],Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,2025-11-04T09:48:27Z,2025-11-04T09:48:27Z,No
['GEM/2025/B/6853015'],DM WATER PLANT,[1],Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,2025-11-04T10:25:26Z,2025-11-04T10:25:26Z,No
['GEM/2025/B/6839578'],"6"" MASS FLOW METER,INSTALLATION AND COMM ASSISTANCE",[7],Ministry of Petroleum and Natural Gas NA,2025-11-04T10:21:56Z,2025-11-04T10:21:56Z,No
['GEM/2025/B/6797272'],"STRAP for STM, LC, blue, 31.75 MM X 0.89 MM",[400],Ministry of Steel Rashtriya Ispat Nigam Limited,2025-10-30T15:10:19Z,2025-10-30T15:10:19Z,No
['GEM/2025/B/6851313'],Deep Freezer with Compressor. Capacity 425 Ltr,[1],Ministry of Defence Department of Defence,2025-11-03T16:07:55Z,2025-11-03T16:07:55Z,No
['GEM/2025/B/6851776'],"SLF PLUS N12 BACK TYRE BSIII,TUBE BACK TYRE BSIII,SLF N8 FRONT TYRE BSIII and BSIV,TUBE FRONT TYRE ",[20],Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,2025-11-04T10:49:14Z,2025-11-04T10:49:14Z,No
['GEM/2025/B/6849291'],PROCUREMENT OF 10 METAL SLEEPER SHEETS FOR INLIVING/TY DUTY SAILORS,[10],Ministry of Defence Department of Military Affairs,2025-11-04T10:57:53Z,2025-11-04T10:57:53Z,No
['GEM/2025/B/6845924'],Repair and Overhauling Service - MANUFACTURING AND SUPPLY OF BRUSHED STAINLESS STEEL STORAGE ARRANG,[1],Ministry of Defence Department of Military Affairs,2025-11-04T10:46:04Z,2025-11-04T10:46:04Z,No
['GEM/2025/B/6853605'],LENS KIMWIPES,[1000],Ministry of Defence Department of Defence Production,2025-11-04T11:08:48Z,2025-11-04T11:08:48Z,No
['GEM/2025/B/6853370'],CEF-1 card (141-PCA000165-E) of TEJAS TJ1400,[2],Ministry of Power NA,2025-11-04T11:06:40Z,2025-11-04T11:06:40Z,No
['GEM/2025/B/6853253'],"ELMNT TMP THRMCPL 300MM,ELMNT TMP THRMCPL 350MM,ELMNT TMP THRMCPL 450MM,ELMNT TMP THRMCPL 600MM,ELM",[2370],Ministry of Petroleum and Natural Gas NA,2025-11-04T11:08:47Z,2025-11-04T11:08:47Z,No
['GEM/2025/B/6787308'],"PR_ 100265242_ M2714950211_ PORTA CABIN, MILD STEEL_ Item-10_ Schedule-1",[4],Ministry of Power NA,2025-11-04T11:21:07Z,2025-11-04T11:21:07Z,No
['GEM/2025/B/6769188'],"Biphasic Defibrillator with External pacing,12 lead portable ECG machine,portable ABG machine,Multi",[54],Ministry of Defence Department of Military Affairs,2025-11-01T09:57:26Z,2025-11-01T09:57:26Z,No
['GEM/2025/B/6853108'],"WINDBOX ASSEMBLY FOR UNIT I OF NSPCL BILAI PROJECT SO 8122,ACCESSORIES FOR UNIT I OF NSPCL BHILAI P",[15],Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,2025-11-04T09:55:27Z,2025-11-04T09:55:27Z,No
['GEM/2025/B/6851791'],"PILOT GAS SELF ACTUATED PRESS. CONT VALV,MADANTORY SPARES",[3],Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,2025-11-04T09:48:27Z,2025-11-04T09:48:27Z,No
['GEM/2025/B/6827083'],"Vehicle Hiring Service - Per Vehicle-Day basis - Sedan; 2020, 2021, 2022, 2023, 2024, 2025; Local; ",[110],Ministry of Defence Department of Military Affairs,2025-11-03T13:28:33Z,2025-11-03T13:28:33Z,No
['GEM/2025/B/6782752'],"INTEL XEON SERVER 2 CPU, RACK OPTIMIZED",[2],Ministry of Steel Rashtriya Ispat Nigam Limited,2025-10-14T16:43:19Z,2025-10-14T16:43:19Z,No
['GEM/2025/B/6791527'],"Manpower Outsourcing Services - Minimum wage - Skilled; Graduate; Admin,Manpower Outsourcing Servic",[3],Ministry of Defence Department of Military Affairs,2025-11-03T13:44:12Z,2025-11-03T13:44:12Z,No
['GEM/2025/B/6741182'],"LOT 1,LOT 2,LOT 3,LOT 4,LOT 5",[5],"Ministry of Ports, Shipping and Waterways NA",2025-09-30T17:40:14Z,2025-09-30T17:40:14Z,No
['GEM/2025/B/6280251'],Toner Cartridges / Ink Cartridges / Consumables for Printers,[10],Ministry of Steel Rashtriya Ispat Nigam Limited,2025-05-27T17:06:59Z,2025-05-27T17:06:59Z,No
['GEM/2025/B/6851334'],"Portbale Tool kit,Heavy Duty Electric saw,Drill Machine Hammer Type,Tool kit complete,Torque wrench",[10],Ministry of Defence Department of Defence,2025-11-03T15:44:04Z,2025-11-03T15:44:04Z,No
['GEM/2025/B/6851190'],33 KV 1Cx630 Sq.mm Cable GIS Nexans Euromold make termination kit 1st run 1set for 3 cable RYB phas,[8],Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,2025-11-03T15:34:39Z,2025-11-03T15:34:39Z,No
['GEM/2025/B/6850324'],Military marine version 10x50 magnificationMake shall be Steiner andmodel shall be M1050 including ,[10],Ministry of Defence Department of Defence Production,2025-11-03T15:38:25Z,2025-11-03T15:38:25Z,No
['GEM/2025/B/6841144'],Custom Bid for Services - ECDIS Display rebooting frequently and unable to upload latest ENC editio,[1],Ministry of Defence Department of Defence,2025-11-03T15:41:58Z,2025-11-03T15:41:58Z,No
['GEM/2025/B/6763202'],"Installation, Integration and Commission of the OFC Based Telephone Network (01 Job),Establishment ",[2],Ministry of Defence Department of Defence Research & Development,2025-11-03T15:40:57Z,2025-11-03T15:40:57Z,No
['GEM/2025/B/6819786'],Standardized Self Locking Single Use Plastic Seals (Pull Tight Seal),[2500000],Ministry of Communications Department of Posts,2025-11-04T15:09:10Z,2025-11-04T15:09:10Z,No
['GEM/2025/B/6772758'],Manpower Outsourcing Services - Minimum wage - Skilled; ITI; Others,[3],Ministry of Defence Department of Military Affairs,2025-11-04T15:08:12Z,2025-11-04T15:08:12Z,No
['GEM/2025/B/6855589'],"Centre Table with 12mm glass top,Dining Table with 12mm glass top",[5],Ministry of Defence Department of Defence,2025-11-04T15:38:52Z,2025-11-04T15:38:52Z,No
['GEM/2025/B/6853202'],"Office Stationery1,Office Stationery2,Office Stationery3,Office Stationery4,Office Stationery5,Offi",[7906],"Ministry of Ports, Shipping and Waterways Dredging Corporation of India Limited",2025-11-04T15:31:13Z,2025-11-04T15:31:13Z,No
['GEM/2025/B/6851796'],STIRUPP HINGE SA216 GR. WCA,[200],Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,2025-11-04T15:30:06Z,2025-11-04T15:30:06Z,No
['GEM/2025/B/6835885'],"Custom Bid for Services - Fixed monthly 2000 KL,Custom Bid for Services - 2000 to 5000 KL,Custom Bi",[5],Ministry of Petroleum and Natural Gas NA,2025-10-30T14:21:01Z,2025-10-30T14:21:01Z,No
['GEM/2025/B/6819539'],"CONTROL,ML FML, SOCKETS,C1B47917083400,TRIP COIL 110 220V DC, C1B41211176223,CLOSE COIL 110 220V DC",[54],Ministry of Petroleum and Natural Gas NA,2025-10-24T15:27:08Z,2025-10-24T15:27:08Z,No
['GEM/2025/B/6854114'],Custom Bid for Services - UPGRADATION OF EXISTING INFRASTRUCTURE OF UPS ROOM,[1],Ministry of Defence Department of Military Affairs,2025-11-04T15:28:01Z,2025-11-04T15:28:01Z,No
['GEM/2025/B/6805788'],"Polyester Webbing Slings,Polyester Webbing Slings,Polyester Webbing Slings",[56],Ministry of Steel Rashtriya Ispat Nigam Limited,2025-11-04T15:17:44Z,2025-11-04T15:17:44Z,No
['GEM/2025/B/6716245'],Custom Bid for Services - Deployment/engagement of unskilled Labour for Tree cutting works/ Planned,[1],Ministry of Power POWER GRID Corporation OF INDIA Limited,2025-10-06T13:41:11Z,2025-10-06T13:41:11Z,No
['GEM/2025/B/6782728'],2.5 kw vfd MOTOR,[44],Ministry of Steel Rashtriya Ispat Nigam Limited,2025-10-27T11:04:42Z,2025-10-27T11:04:42Z,No
['GEM/2025/B/6782719'],"MOT, SCIM, 415 V, 315L, 2P, 180KW,MOT, SQIM, 415V, 100 L, 4P, 2.2KW,MOT, SCI, 415VAC, 180L, 6P, 930",[4],Ministry of Steel Rashtriya Ispat Nigam Limited,2025-10-27T10:44:34Z,2025-10-27T10:44:34Z,No
['GEM/2025/B/6782679'],"7.5 KW, 132M, 4P, SCIM,15KW, 160L, 4P SCI MOTOR,90KW, VF280M04, 4P SCI MOTOR",[8],Ministry of Steel Rashtriya Ispat Nigam Limited,2025-10-27T11:19:58Z,2025-10-27T11:19:58Z,No
['GEM/2025/B/6782565'],"CBL, UAR, 1100V, CU, SI RBR, 1 C, 185MM²",[300],Ministry of Steel Rashtriya Ispat Nigam Limited,2025-10-27T15:09:08Z,2025-10-27T15:09:08Z,No
['GEM/2025/B/6782531'],"2114727; ENCODER, 10-30Vdc, 12 VDC, HTL, 1024 PPR",[18],Ministry of Steel Rashtriya Ispat Nigam Limited,2025-10-27T12:25:20Z,2025-10-27T12:25:20Z,No
['GEM/2025/B/6760791'],"BRUSH CLOTH,BRUSH SHOE POLISHING",[10400],Ministry of Defence Department of Military Affairs,2025-10-28T14:28:59Z,2025-10-28T14:28:59Z,No
['GEM/2025/B/6760596'],"Manpower Outsourcing Services - Minimum wage - Semi-skilled; ITI; Others,Manpower Outsourcing Servi",[12],Ministry of Defence Department of Military Affairs,2025-10-27T14:44:02Z,2025-10-27T14:44:02Z,No
['GEM/2025/B/6760510'],"Manpower Outsourcing Services - Minimum wage - Semi-skilled; ITI; Others,Manpower Outsourcing Servi",[12],Ministry of Defence Department of Military Affairs,2025-10-27T15:53:23Z,2025-10-27T15:53:23Z,No
['GEM/2025/B/6760403'],"Manpower Outsourcing Services - Minimum wage - Semi-skilled; ITI; Others,Manpower Outsourcing Servi",[13],Ministry of Defence Department of Military Affairs,2025-10-27T15:58:19Z,2025-10-27T15:58:19Z,No
['GEM/2025/B/6822058'],Hardner HV 9534 + Araldite Resin 5 KG (Hardner K 9),[20],Department of Space Department of Space,2025-10-27T17:47:38Z,2025-10-27T17:47:38Z,No
['GEM/2025/B/6727399'],Ear Plugs as per IS 9167,[4000],Ministry of Railways Indian Railways,2025-10-31T10:07:53Z,2025-10-31T10:07:53Z,No
['GEM/2025/B/6845061'],VIRGIN ABS RAW MATERIAL (BLACK),[30000],Ministry of Chemicals and Fertilizers Department of Chemicals and Petrochemicals,2025-10-31T17:51:17Z,2025-10-31T17:51:17Z,No
['GEM/2025/B/6844211'],"Specialized Loss Circulation Material (LCM) – Preventive,Specialized Loss Circulation Material (L",[77500],Ministry of Petroleum and Natural Gas OIL INDIA Limited,2025-10-31T17:46:56Z,2025-10-31T17:46:56Z,No
['GEM/2025/B/6698826'],"XL68009,XL91054,DE4413030100,DE4 4413050300,DE443100,DE 4431 50,XL94003 XL94002,DD901777 5,DE 4635 ",[35],Ministry of Defence Department of Military Affairs,2025-10-14T11:42:59Z,2025-10-14T11:42:59Z,No
['GEM/2025/B/6817559'],"PROCUREMENT OF SHUT DOWN VALVE 150# 2"" BALL VALVE,PROCUREMENT OF SHUT DOWN VALVE 300# 1"" BALL VALVE",[11],Ministry of Petroleum and Natural Gas NA,2025-10-31T18:16:25Z,2025-10-31T18:16:25Z,No
['GEM/2025/B/6767173'],SF6 gas leakage arresting from 02Nos of hole type spacer joints in Angul-2 Line Reactor Bay (Outdoo,[2],Ministry of Power POWER GRID Corporation OF INDIA Limited,2025-10-31T18:27:40Z,2025-10-31T18:27:40Z,No
['GEM/2025/B/6836726'],Security Manpower Service (Version 2.0) - Office/Commercial/Institutions/ Residential; Unarmed Secu,[4],Ministry of Finance Department of Revenue,2025-10-31T18:32:53Z,2025-10-31T18:32:53Z,No
['GEM/2025/B/6805129'],Anti-termite treatment of Cable trenches on Half-yearly basis at Vemagiri GIS Substation,[8],Ministry of Power POWER GRID Corporation OF INDIA Limited,2025-10-31T19:20:26Z,2025-10-31T19:20:26Z,No
['GEM/2025/B/6711693'],"EA972B-9490(AUTOMATIC HYDROSTATIC RELEASE UNIT),EA9729B-2846(EPIRB GLOBAL FIX IPRO 406 MHZ)",[17],Ministry of Defence Department of Military Affairs,2025-11-06T09:37:43Z,2025-11-06T09:37:43Z,No
['GEM/2025/B/6859413'],Custom Bid for Services - Service contract for Field Quality Control (FQC) Engineer services for M/,[1],Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,2025-11-06T09:59:51Z,2025-11-06T09:59:51Z,No
['GEM/2025/B/6815777'],"Adult CPR training mannequin with feedback,Infant CPR training mannequin with feedback,Pediatric CP",[23],Ministry of Health and Family Welfare Department of Health and Family Welfare,2025-11-06T09:56:07Z,2025-11-06T09:56:07Z,No
['GEM/2025/B/6743949'],SMART CLASSROOM FACILITY-SCHOOL,[84],Ministry of Defence Department of Defence Production,2025-09-30T16:11:46Z,2025-09-30T16:11:46Z,No
['GEM/2025/B/6859512'],XLPE Cable for Working Voltages up to and Including 1.1 KV as per IS 7098 (Part 1),[1000],Ministry of Railways Indian Railways,2025-11-06T10:13:57Z,2025-11-06T10:13:57Z,No
['GEM/2025/B/6732554'],"EA3450B-SRPM2313B(SWITCH ROTARY 25 AMP, 3PLOE 2 WAY ON OFF),EA3450B-PA73405(ROTARY SWITCH 40A TP 41",[68],Ministry of Defence Department of Military Affairs,2025-11-06T10:12:47Z,2025-11-06T10:12:47Z,No
['GEM/2025/B/6856615'],Custom Bid for Services - PESO NOC DRAWING PREPERATION,[1],Ministry of Petroleum and Natural Gas NA,2025-11-04T17:48:59Z,2025-11-04T17:48:59Z,No
['GEM/2025/B/6805132'],Event or Seminar or Workshop or Exhibition or Expo Management Service - National; TOUR AND SIGHTSEE,[1],Ministry of Defence Department of Military Affairs,2025-10-26T09:38:19Z,2025-10-26T09:38:19Z,No
['GEM/2025/B/6856721'],Comfort seating sofa swastik model,[4],Ministry of Civil Aviation Airports Authority of India (AAI),2025-11-04T18:05:27Z,2025-11-04T18:05:27Z,No
['GEM/2025/B/6805346'],Event or Seminar or Workshop or Exhibition or Expo Management Service - National; TOUR AND SIGHTSEE,[1],Ministry of Defence Department of Military Affairs,2025-10-26T10:21:32Z,2025-10-26T10:21:32Z,No
['GEM/2025/B/6853418'],Manpower Outsourcing Services - Minimum wage - Skilled; Graduate; Admin,[10],Ministry of Defence Department of Military Affairs,2025-11-04T18:26:55Z,2025-11-04T18:26:55Z,No
['GEM/2025/B/6790218'],Custom Bid for Services - ----,[1],Ministry of Petroleum and Natural Gas NA,2025-10-15T12:59:58Z,2025-10-15T12:59:58Z,No
['GEM/2025/B/6844619'],Procurement of LIgneous Customised Dining Chairs for ENC(O) Mess,[350],Ministry of Defence Department of Military Affairs,2025-11-04T18:55:02Z,2025-11-04T18:55:02Z,No
['GEM/2025/B/6846662'],PROCUREMENT OF WOODEN HEAD BY TABLE BY USING 18 MM MARINE WATER PROOF PLY WOOD WITH TEAK WOOD SUPPO,[148],Ministry of Defence Department of Military Affairs,2025-11-04T19:00:49Z,2025-11-04T19:00:49Z,No
['GEM/2025/B/6845127'],PROVISIONING AND UPGRADATION OF LIGNEOUS VERTICAL FIXED RACKS,[30],Ministry of Defence Department of Military Affairs,2025-11-04T19:06:12Z,2025-11-04T19:06:12Z,No
['GEM/2025/B/6816409'],"INDIAN GAUR.,Four Person Tent,Two Person Tent,FRESH WATER CROCODILE,PEACOCK,CHOSINGHA,RABBIT",[14],Environment Forests Science and Technology Department Andhra Pradesh,2025-10-24T12:53:24Z,2025-10-24T12:53:24Z,No
['GEM/2025/B/6849305'],Custom Bid for Services - REFURBISHMENT OF ACOUSTICS AND AESTHETICS IMPROVEMENT OF RAJPUT HALL AT E,[1],Ministry of Defence Department of Military Affairs,2025-11-04T20:09:31Z,2025-11-04T20:09:31Z,No
['GEM/2025/B/6804411'],"SUPPLY and INSTAL OF WEIGH BRIDGE 80 TON,CAMC OF 2 NO OF WEIGH BRIDGES 1ST YEAR,CAMC OF 2 NO OF WEI",[7],Ministry of Petroleum and Natural Gas NA,2025-10-17T16:41:48Z,2025-10-17T16:41:48Z,No
['GEM/2025/B/6688124'],EF6023D-MG5436 (MAGNETRON),[3],Ministry of Defence Department of Military Affairs,2025-11-05T10:18:53Z,2025-11-05T10:18:53Z,No
['GEM/2025/B/6857563'],Safes (V3) ISI Marked to IS 550,[1],Ministry of Finance Department of Financial Services,2025-11-05T10:55:39Z,2025-11-05T10:55:39Z,No
['GEM/2025/B/6855167'],"KIT, FLUID END, D15K52GHFEH, PMP, WNR PMP,KIT, DPHRGM, D15D52GXXXX, PMP, W NR PMP,KIT, VLV, D15V52G",[4],Ministry of Petroleum and Natural Gas NA,2025-11-05T10:50:52Z,2025-11-05T10:50:52Z,No
['GEM/2025/B/6850016'],Event or Seminar or Workshop or Exhibition or Expo Management Service - National; OUTSOURCING OF SE,[1],Ministry of Defence Department of Military Affairs,2025-11-05T10:59:43Z,2025-11-05T10:59:43Z,No
['GEM/2025/B/6820820'],Gasket sealing Compound,[105],Ministry of Railways Indian Railways,2025-11-03T16:48:49Z,2025-11-03T16:48:49Z,No
['GEM/2025/B/6849966'],Manpower Outsourcing Services - Minimum wage - Unskilled; Middle School; Others,[1],Ministry of Finance Department of Financial Services,2025-11-03T16:37:14Z,2025-11-03T16:37:14Z,No
['GEM/2025/B/6848825'],"Pilot Gas (COG) Flow control Valve,COMMISSIONING SPARES",[4],Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,2025-11-02T15:31:31Z,2025-11-02T15:31:31Z,No
['GEM/2025/B/6797382'],End Point Protection Software / Appliances (V3),[142],Ministry of Defence Department of Military Affairs,2025-11-03T16:31:46Z,2025-11-03T16:31:46Z,No
['GEM/2025/B/6741182'],"LOT 1,LOT 2,LOT 3,LOT 4,LOT 5",[5],"Ministry of Ports, Shipping and Waterways NA",2025-09-30T17:40:14Z,2025-09-30T17:40:14Z,No
['GEM/2025/B/6280251'],Toner Cartridges / Ink Cartridges / Consumables for Printers,[10],Ministry of Steel Rashtriya Ispat Nigam Limited,2025-05-27T17:06:59Z,2025-05-27T17:06:59Z,No
['GEM/2025/B/6851334'],"Portbale Tool kit,Heavy Duty Electric saw,Drill Machine Hammer Type,Tool kit complete,Torque wrench",[10],Ministry of Defence Department of Defence,2025-11-03T15:44:04Z,2025-11-03T15:44:04Z,No
['GEM/2025/B/6851190'],33 KV 1Cx630 Sq.mm Cable GIS Nexans Euromold make termination kit 1st run 1set for 3 cable RYB phas,[8],Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,2025-11-03T15:34:39Z,2025-11-03T15:34:39Z,No
['GEM/2025/B/6850324'],Military marine version 10x50 magnificationMake shall be Steiner andmodel shall be M1050 including ,[10],Ministry of Defence Department of Defence Production,2025-11-03T15:38:25Z,2025-11-03T15:38:25Z,No
['GEM/2025/B/6841144'],Custom Bid for Services - ECDIS Display rebooting frequently and unable to upload latest ENC editio,[1],Ministry of Defence Department of Defence,2025-11-03T15:41:58Z,2025-11-03T15:41:58Z,No
['GEM/2025/B/6859095'],XLPE Cable for Working Voltages up to and Including 1.1 KV as per IS 7098 (Part 1),[3500],Ministry of Railways Indian Railways,2025-11-05T20:12:20Z,2025-11-05T20:12:20Z,No
['GEM/2025/B/6859103'],XLPE Cable for Working Voltages up to and Including 1.1 KV as per IS 7098 (Part 1),[1200],Ministry of Railways Indian Railways,2025-11-05T20:19:20Z,2025-11-05T20:19:20Z,No
['GEM/2025/B/6859109'],XLPE Cable for Working Voltages up to and Including 1.1 KV as per IS 7098 (Part 1),[1500],Ministry of Railways Indian Railways,2025-11-05T20:30:28Z,2025-11-05T20:30:28Z,No
['GEM/2025/B/6859121'],XLPE Cable for Working Voltages up to and Including 1.1 KV as per IS 7098 (Part 1),[700],Ministry of Railways Indian Railways,2025-11-05T20:48:50Z,2025-11-05T20:48:50Z,No
['GEM/2025/B/6859107'],"VZ7500999046_4inch_C150_FL_HW_A216GRWCB_GLOBE VALVE_1,VZ7500999046_4inch_C150_FL_HW_A216GRWCB_GLOBE",[330],Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,2025-11-05T20:49:07Z,2025-11-05T20:49:07Z,No
['GEM/2025/B/6824551'],"Item No 10,Item No 20,Item No 30,Item No 40,Item No 50,Item No 60,Item No 70,Item No 80,Item No 90,",[54],Ministry of Petroleum and Natural Gas NA,2025-10-25T16:44:38Z,2025-10-25T16:44:38Z,No
['GEM/2025/B/6821110'],"ROUND MELAMINE PLATE,TABLE WATER GLASS STAND,CRUET SET,SS TEA CONTAINER CAPACITY 10 LTR,HOT AND COL",[173],Ministry of Defence Department of Military Affairs,2025-10-25T15:52:32Z,2025-10-25T15:52:32Z,No
['GEM/2025/B/6794927'],Automated Peritoneal Dialysis (APD) Machine,[5],Ministry of Health and Family Welfare Department of Health and Family Welfare,2025-10-15T17:13:55Z,2025-10-15T17:13:55Z,No
['GEM/2025/B/6782277'],"ANALYZER, GAS_ Schedule 1_ Item_ 10_ M9476250003_ 100262400",[14],Ministry of Power NA,2025-10-23T09:12:17Z,2025-10-23T09:12:17Z,No
['GEM/2025/B/6778952'],"PR 100257597 00010 M5101906013 U-SEALING RING, MACHINED, 01050109000/5,PR 100257597 00020 M51019060",[3],Ministry of Power NA,2025-10-15T19:19:51Z,2025-10-15T19:19:51Z,No
['GEM/2025/B/6658071'],All in One PC (V2),[20],Ministry of Labour and Employment NA,2025-09-29T10:36:43Z,2025-09-29T10:36:43Z,No
['GEM/2025/B/6859103'],XLPE Cable for Working Voltages up to and Including 1.1 KV as per IS 7098 (Part 1),[1200],Ministry of Railways Indian Railways,2025-11-05T20:19:20Z,2025-11-05T20:19:20Z,No
